period,age,value,measure,unit_type,source,details,prior_age,ldf,weight,interval
2010,83,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,271.8376,71-83
2010,95,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,271.8376,83-95
2010,107,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,271.8376,95-107
2010,119,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,271.8376,107-119
2010,131,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,271.8376,119-131
2010,143,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,271.8376,131-143
2010,155,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,271.8376,143-155
2010,167,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,271.8376,155-167
2010,179,271.8376,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,167,1.0,271.8376,167-179
2011,11,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2011,23,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0,345.7352,11-23
2011,35,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,345.7352,23-35
2011,47,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,345.7352,35-47
2011,59,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,345.7352,47-59
2011,71,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,345.7352,59-71
2011,83,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,345.7352,71-83
2011,95,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,345.7352,83-95
2011,107,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,345.7352,95-107
2011,119,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,345.7352,107-119
2011,131,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,345.7352,119-131
2011,143,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,345.7352,131-143
2011,155,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,345.7352,143-155
2011,167,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,155,1.0,345.7352,155-167
2012,11,245.4456,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2012,23,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0645,245.4456,11-23
2012,35,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,261.2808,23-35
2012,47,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,261.2808,35-47
2012,59,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,261.2808,47-59
2012,71,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,261.2808,59-71
2012,83,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,261.2808,71-83
2012,95,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,261.2808,83-95
2012,107,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,261.2808,95-107
2012,119,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,261.2808,107-119
2012,131,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,261.2808,119-131
2012,143,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,261.2808,131-143
2012,155,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,143,1.0,261.2808,143-155
2013,11,282.3944,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2013,23,290.312,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.028,282.3944,11-23
2013,35,290.312,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,290.312,23-35
2013,47,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0045,290.312,35-47
2013,59,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,291.6316,47-59
2013,71,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,291.6316,59-71
2013,83,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,291.6316,71-83
2013,95,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,291.6316,83-95
2013,107,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,291.6316,95-107
2013,119,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,291.6316,107-119
2013,131,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,291.6316,119-131
2013,143,291.6316,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,131,1.0,291.6316,131-143
2014,11,434.1484,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2014,23,453.9424,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0456,434.1484,11-23
2014,35,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0029,453.9424,23-35
2014,47,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,455.262,35-47
2014,59,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,455.262,47-59
2014,71,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,455.262,59-71
2014,83,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,455.262,71-83
2014,95,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,455.262,83-95
2014,107,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,455.262,95-107
2014,119,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,1.0,455.262,107-119
2014,131,455.262,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,119,1.0,455.262,119-131
2015,11,321.9824,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2015,23,332.5392,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0328,321.9824,11-23
2015,35,337.8176,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0159,332.5392,23-35
2015,47,337.8176,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,337.8176,35-47
2015,59,337.8176,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,337.8176,47-59
2015,71,337.8176,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,337.8176,59-71
2015,83,337.8176,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,337.8176,71-83
2015,95,337.8176,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,337.8176,83-95
2015,107,337.8176,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,337.8176,95-107
2015,119,333.8588,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,107,0.9883,337.8176,107-119
2016,11,345.7352,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2016,23,373.4468,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0802,345.7352,11-23
2016,35,390.6016,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0459,373.4468,23-35
2016,47,390.6016,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,390.6016,35-47
2016,59,390.6016,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,390.6016,47-59
2016,71,390.6016,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,390.6016,59-71
2016,83,390.6016,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,390.6016,71-83
2016,95,390.6016,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,1.0,390.6016,83-95
2016,107,390.6016,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,95,1.0,390.6016,95-107
2017,11,275.7964,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2017,23,310.106,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.1244,275.7964,11-23
2017,35,311.4256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0043,310.106,23-35
2017,47,312.7452,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0042,311.4256,35-47
2017,59,311.4256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,0.9958,312.7452,47-59
2017,71,311.4256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,311.4256,59-71
2017,83,311.4256,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,311.4256,71-83
2017,95,310.106,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,83,0.9958,311.4256,83-95
2018,11,288.9924,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2018,23,324.6216,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.1233,288.9924,11-23
2018,35,324.6216,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,324.6216,23-35
2018,47,324.6216,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,324.6216,35-47
2018,59,325.9412,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0041,324.6216,47-59
2018,71,325.9412,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,1.0,325.9412,59-71
2018,83,325.9412,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,71,1.0,325.9412,71-83
2019,11,314.0648,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2019,23,358.9312,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.1429,314.0648,11-23
2019,35,358.9312,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,358.9312,23-35
2019,47,358.9312,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,358.9312,35-47
2019,59,358.9312,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,358.9312,47-59
2019,71,357.6116,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,59,0.9963,358.9312,59-71
2020,11,349.694,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2020,23,370.8076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.0604,349.694,11-23
2020,35,370.8076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,370.8076,23-35
2020,47,370.8076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,370.8076,35-47
2020,59,370.8076,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,47,1.0,370.8076,47-59
2021,11,288.9924,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2021,23,329.9,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.1416,288.9924,11-23
2021,35,329.9,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,329.9,23-35
2021,47,329.9,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,35,1.0,329.9,35-47
2022,11,261.2808,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2022,23,298.2296,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.1414,261.2808,11-23
2022,35,298.2296,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,23,1.0,298.2296,23-35
2023,11,273.1572,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
2023,23,304.8276,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,11,1.1159,273.1572,11-23
2024,11,256.0024,Reported Count,Count,Ct 1 / ../raw-data/Triangle Examples 1.xlsx,,,,,
